id,signed_up_at,has_activated_card,closed_account_at,tnc_country_group,os,first_name,last_name
u4013,2017-09-10,True,,FRA       ,iOS,Maurice,Beck
u40735,2020-06-08,False,2020-06-20,GrE       ,iOS,Ophelia,Powell
u19715,2019-07-08,True,,DEU       ,iOS,Lloyd,Martinez
u4082,2017-09-18,True,,ITA       ,android,Jesse,Phelps
u42000,2020-06-17,False,,FRA       ,android,Elnora,Meyer
u37549,2020-05-25,False,2020-09-01,FRA       ,iOS,Estelle,Ortiz
u24210,2019-10-21,True,,DEU       ,android,Jesse,McCoy
u26844,2019-12-25,False,2020-06-12,FRA       ,iOS,Sallie,Wong
u6693,2018-04-08,True,2020-11-22,FRA       ,iOS,Jeanette,Gross
u12626,2018-12-01,False,,ITA       ,iOS,Andre,Carlson
u29930,2020-02-23,True,,FRA       ,iOS,William,Ross
u27684,2020-01-12,True,2020-11-17,FRA       ,iOS,Ian,Moody
u9328,2018-08-16,True,,FRA       ,iOS,Nell,Woods
u31812,2020-03-30,True,,FRA       ,iOS,Addie,Mills
u35539,2020-05-15,False,,FRA       ,iOS,Elva,Summers
u25301,2019-11-17,True,,DEU       ,iOS,Alberta,Fox
u5943,2018-02-17,True,,FRA       ,iOS,Alta,Francis
u19912,2019-07-14,False,,AUT       ,android,Danny,Harvey
u26540,2019-12-17,True,,FRA       ,iOS,Lina,Hale
u9856,2018-09-02,True,,ESP       ,iOS,Harriet,Hodges
u32153,2020-04-06,True,,ESP       ,android,Angel,Mendez
u5436,2018-01-13,True,,ITA       ,android,Maria,Garrett
u11701,2018-10-30,True,,FRA       ,iOS,Manuel,Lindsey
u30246,2020-02-29,True,,FRA       ,android,Mathilda,McCoy
u8963,2018-08-03,True,,GrE       ,android,Alice,Klein
u8648,2018-07-23,True,,DEU       ,android,Phillip,Hammond
u34008,2020-05-02,False,,FRA       ,iOS,Kevin,Jefferson
u18843,2019-06-14,True,,ESP       ,android,Etta,Saunders
u38103,2020-05-28,False,,DEU       ,android,Robert,Pittman
u28311,2020-01-25,False,,GrE       ,android,Elnora,Allison
u34469,2020-05-06,True,,FRA       ,android,Dylan,Hines
u21012,2019-08-11,True,,DEU       ,iOS,Gertrude,Figueroa
u22081,2019-09-02,True,,FRA       ,iOS,Bertha,Thornton
u1142,2016-03-03,True,,DEU       ,iOS,Charles,Parker
u40414,2020-06-07,False,,DEU       ,iOS,Phoebe,Sims
u40590,2020-06-08,False,2020-06-20,DEU       ,android,Myrtie,Sims
u34445,2020-05-05,True,,FRA       ,android,Joe,Pearson
u21799,2019-08-27,True,,DEU       ,iOS,Lucile,Walters
u888,2016-01-23,True,,DEU       ,iOS,Nicholas,McCarthy
u40057,2020-06-05,False,,ESP       ,android,Benjamin,Freeman
u36389,2020-05-20,False,2020-06-29,ESP       ,iOS,Milton,Schwartz
u3480,2017-07-17,True,,FRA       ,iOS,Oscar,Bailey
u23208,2019-09-28,True,,AUT       ,android,John,Sherman
u14332,2019-01-21,True,,ITA       ,android,David,Rodriguez
u31455,2020-03-23,False,,ITA       ,android,Jimmy,Goodwin
u35769,2020-05-17,False,2020-12-10,ITA       ,iOS,Augusta,Walters
u4058,2017-09-15,True,,GrE       ,android,Lora,McCarthy
u23958,2019-10-15,True,,ITA       ,android,Victor,Underwood
u20851,2019-08-07,True,,DEU       ,android,Nellie,Vega
u763,2016-01-03,True,,DEU       ,iOS,Nathaniel,Thornton
u39573,2020-06-03,False,,ITA       ,android,Sallie,Hubbard
u20777,2019-08-05,True,,GrE       ,iOS,Eugene,Tyler
u39471,2020-06-02,False,,ESP       ,iOS,Willie,Clarke
u39267,2020-06-01,False,2020-06-13,NEuro     ,android,Martin,Saunders
u11478,2018-10-24,True,,ESP       ,android,Lelia,Holt
u19737,2019-07-09,True,,FRA       ,android,Bess,Cruz
u8268,2018-07-07,True,,DEU       ,iOS,Bradley,Aguilar
u27407,2020-01-06,False,,FRA       ,iOS,Lura,Reeves
u4720,2017-11-18,True,,FRA       ,android,Victor,Powers
u11576,2018-10-27,True,,DEU       ,android,Estella,McDaniel
u25959,2019-12-03,True,,FRA       ,android,Ellen,Keller
u26355,2019-12-12,True,,FRA       ,iOS,Hulda,Rios
u5816,2018-02-09,True,,FRA       ,iOS,Lina,George
u41321,2020-06-12,False,,DEU       ,iOS,Floyd,Clark
u23584,2019-10-06,True,,FRA       ,iOS,Kenneth,Byrd
u35247,2020-05-12,True,2020-10-31,FRA       ,iOS,Johanna,Watkins
u27497,2020-01-08,True,,ITA       ,android,Jared,Holloway
u31734,2020-03-28,True,,DEU       ,iOS,Johanna,Cain
u4822,2017-11-26,True,,GrE       ,android,Bruce,Castro
u34504,2020-05-06,False,,ITA       ,iOS,Carlos,Watts
u34229,2020-05-04,False,2020-07-28,ESP       ,android,Mildred,Carpenter
u12822,2018-12-07,True,,FRA       ,iOS,Viola,Ramsey
u19482,2019-07-02,True,,GrE       ,android,Ronald,Haynes
u16248,2019-03-20,True,,DEU       ,iOS,Maude,Colon
u19678,2019-07-07,True,2020-06-27,FRA       ,iOS,Frances,Cole
u17137,2019-04-18,True,,FRA       ,iOS,Douglas,Martinez
u8241,2018-07-06,True,,DEU       ,iOS,Jeremy,Weaver
u5908,2018-02-15,True,,DEU       ,iOS,Jose,Daniel
u11806,2018-11-02,True,,DEU       ,iOS,Beatrice,McCarthy
u10633,2018-09-27,True,,ESP       ,android,Edna,Moody
u40849,2020-06-09,False,,GrE       ,iOS,Frank,Underwood
u25922,2019-12-02,False,,FRA       ,android,Eugene,Castro
u17812,2019-05-11,True,,GrE       ,android,Christopher,Reed
u11168,2018-10-13,True,,FRA       ,android,Lela,Schultz
u12836,2018-12-07,True,,DEU       ,android,Mason,Meyer
u6140,2018-03-02,True,2020-06-25,FRA       ,iOS,Jeremiah,Cobb
u20402,2019-07-27,True,,AUT       ,android,David,Gutierrez
u16951,2019-04-12,True,,FRA       ,iOS,Vernon,Goodwin
u11180,2018-10-13,True,,DEU       ,android,Vera,Brown
u29219,2020-02-10,True,2020-12-04,ITA       ,android,Luis,Warren
u5750,2018-02-04,True,,ESP       ,iOS,Luke,Miller
u1669,2016-09-16,True,,DEU       ,android,Frances,Hamilton
u14954,2019-02-09,True,,ESP       ,android,Gary,Foster
u15595,2019-02-28,True,,ITA       ,android,Max,McDonald
u26774,2019-12-24,True,,FRA       ,iOS,Elmer,Perez
u5407,2018-01-11,True,2020-07-10,ITA       ,iOS,Bryan,Stone
u33145,2020-04-22,False,2020-09-18,FRA       ,iOS,Maurice,Patrick
u26520,2019-12-17,True,,DEU       ,iOS,Caroline,Harmon
u5175,2017-12-26,True,,GrE       ,android,Floyd,Banks
u39679,2020-06-03,False,2020-06-16,ITA       ,android,Floyd,Allen
u26441,2019-12-15,False,,DEU       ,iOS,Jimmy,Cox
u21517,2019-08-21,True,,GrE       ,iOS,Elmer,Diaz
u13718,2019-01-04,False,,ESP       ,android,Claudia,Copeland
u4938,2017-12-05,True,,FRA       ,iOS,Ian,Farmer
u9057,2018-08-06,True,,FRA       ,iOS,Mina,Potter
u18693,2019-06-09,True,,ESP       ,android,Esther,Roy
u34616,2020-05-07,True,,ITA       ,android,Brent,Bridges
u34416,2020-05-05,True,,FRA       ,android,Joseph,Jennings
u41095,2020-06-10,False,,ITA       ,android,Lucy,Greer
u12071,2018-11-13,True,,FRA       ,iOS,Maurice,James
u35716,2020-05-16,False,,GrE       ,android,Craig,Russell
u2306,2017-02-04,True,,AUT       ,iOS,Vera,Simon
u11112,2018-10-11,True,,FRA       ,iOS,Ian,Keller
u29467,2020-02-15,True,,DEU       ,android,Craig,Cobb
u9004,2018-08-04,True,,ITA       ,android,Annie,Manning
u38882,2020-05-31,False,2020-08-20,DEU       ,iOS,Victoria,Edwards
u13767,2019-01-05,True,,FRA       ,android,Leon,Casey
u39967,2020-06-05,False,,ESP       ,iOS,Eleanor,Harvey
u3428,2017-07-13,True,,DEU       ,iOS,Nicholas,Luna
u26579,2019-12-18,True,2020-06-05,DEU       ,iOS,Lina,Burns
u39772,2020-06-04,False,,ITA       ,android,Dean,Hart
u4269,2017-10-05,True,2020-09-24,FRA       ,android,Bess,Patton
u22306,2019-09-08,True,,FRA       ,iOS,Mina,Meyer
u38710,2020-05-30,False,2020-10-25,FRA       ,iOS,Leon,Sanchez
u13645,2019-01-02,True,2020-06-16,ESP       ,iOS,Nina,Townsend
u30268,2020-02-29,True,,ESP       ,iOS,Lily,Fields
u13986,2019-01-11,True,,ITA       ,iOS,Lucinda,Clarke
u28858,2020-02-04,True,,DEU       ,iOS,Aiden,Cohen
u5126,2017-12-23,True,,GrE       ,android,Richard,Pratt
u32686,2020-04-15,True,,DEU       ,android,Erik,Gibson
u8178,2018-07-03,True,,FRA       ,iOS,Eugenia,Schmidt
u39247,2020-06-01,False,,GrE       ,android,Elizabeth,Cunningham
u33961,2020-05-02,True,,FRA       ,iOS,Victoria,Curtis
u8404,2018-07-14,True,,DEU       ,iOS,Ronnie,Long
u9285,2018-08-14,True,,FRA       ,android,Callie,Evans
u4678,2017-11-13,True,,DEU       ,android,Harriett,Hanson
u41102,2020-06-10,False,,ESP       ,android,Winnie,Zimmerman
u23322,2019-09-30,True,,FRA       ,iOS,Francis,Gutierrez
u27100,2019-12-30,True,,DEU       ,iOS,Wayne,Shelton
u7103,2018-05-07,True,,GrE       ,iOS,Troy,Fuller
u11658,2018-10-29,True,,DEU       ,iOS,Iva,Carson
u37440,2020-05-25,False,,FRA       ,iOS,Daniel,Morris
u2241,2017-01-25,True,,DEU       ,iOS,Gilbert,Patrick
u41450,2020-06-13,False,2020-06-25,ITA       ,android,Logan,Singleton
u21921,2019-08-30,True,,FRA       ,android,Lina,Sharp
u27814,2020-01-15,True,2020-08-18,FRA       ,iOS,Madge,Gray
u33378,2020-04-25,True,,GrE       ,android,Juan,Powers
u6119,2018-03-01,True,,DEU       ,android,Ivan,Klein
u30393,2020-03-02,True,,DEU       ,iOS,Sam,Bridges
u7692,2018-06-09,True,,ITA       ,android,Ola,Tucker
u17202,2019-04-20,True,,GrE       ,android,Lulu,Thompson
u29190,2020-02-10,True,,FRA       ,android,Mina,Harrington
u4287,2017-10-07,True,,DEU       ,iOS,Viola,Luna
u40060,2020-06-05,False,,ITA       ,android,Gerald,Alvarado
u4424,2017-10-20,True,,FRA       ,android,Ethan,Jackson
u21481,2019-08-20,True,2020-07-30,GrE       ,iOS,Lena,Potter
u42193,2020-06-19,False,2020-07-09,DEU       ,iOS,Ronnie,Hughes
u32311,2020-04-09,False,2020-07-01,NEuro     ,android,Travis,Edwards
u14300,2019-01-20,False,2020-06-25,AUT       ,iOS,Leonard,Morgan
u24509,2019-10-28,True,,FRA       ,android,Cory,Pope
u7427,2018-05-26,True,,FRA       ,iOS,Noah,Sullivan
u27579,2020-01-10,False,,DEU       ,android,Landon,Ingram
u40576,2020-06-08,False,,ESP       ,android,Maggie,Cummings
u358,2015-09-09,True,,DEU       ,android,Nannie,Wong
u37559,2020-05-25,False,2020-11-03,FRA       ,android,Antonio,Ward
u19380,2019-06-29,True,,ITA       ,iOS,Raymond,Farmer
u31594,2020-03-26,False,,DEU       ,iOS,Amy,Moody
u1089,2016-02-21,True,,DEU       ,android,Sean,Nunez
u20689,2019-08-03,True,,FRA       ,iOS,Elmer,Griffith
u40797,2020-06-09,False,,DEU       ,android,Mark,Berry
u39870,2020-06-04,False,,FRA       ,android,Ophelia,Willis
u4260,2017-10-04,True,,FRA       ,android,Christian,Campbell
u40567,2020-06-08,False,2020-06-20,FRA       ,android,Cameron,Daniel
u14948,2019-02-09,True,2020-08-29,ITA       ,android,Nannie,McCormick
u10597,2018-09-25,True,,FRA       ,android,Ida,Newman
u9307,2018-08-15,True,,DEU       ,iOS,Jane,Martin
u17486,2019-04-29,True,,FRA       ,iOS,Mason,Collins
u25537,2019-11-22,True,,DEU       ,android,Carl,Collins
u36690,2020-05-22,False,2020-06-04,FRA       ,iOS,Milton,Reynolds
u40775,2020-06-08,False,2020-06-24,FRA       ,android,Owen,Craig
u30061,2020-02-25,False,,NEuro     ,iOS,Mike,Burns
u25847,2019-11-30,True,,DEU       ,iOS,Lura,Pena
u25072,2019-11-11,True,,FRA       ,android,Jimmy,Stephens
u17228,2019-04-21,True,2020-06-27,ITA       ,iOS,Logan,Santos
u12484,2018-11-26,True,2020-06-08,ITA       ,iOS,Steven,Hopkins
u20502,2019-07-29,False,2020-06-17,GrE       ,iOS,Alberta,Lyons
u20771,2019-08-05,True,,FRA       ,android,Rena,Robbins
u18665,2019-06-08,False,,GrE       ,android,James,Perez
u17975,2019-05-16,True,,DEU       ,android,Melvin,Collins
u37688,2020-05-26,False,,DEU       ,android,Johnny,Pope
u29685,2020-02-18,False,2020-07-15,FRA       ,android,Clyde,Horton
u33424,2020-04-26,True,2020-12-15,FRA       ,iOS,Jack,Dawson
u39195,2020-06-01,False,,GrE       ,android,Ruby,Mann
u37163,2020-05-24,False,,ESP       ,iOS,Caleb,Haynes
u36052,2020-05-18,False,,FRA       ,iOS,Glenn,Tyler
u12450,2018-11-25,True,,DEU       ,iOS,Nancy,Carroll
u1720,2016-10-07,False,2020-06-26,DEU       ,android,Cody,Hodges
u38252,2020-05-28,False,,FRA       ,iOS,Nathaniel,Andrews
u35678,2020-05-16,False,,DEU       ,android,Rhoda,Harris
u26213,2019-12-09,False,2020-06-11,ITA       ,iOS,Isaac,Dawson
u20449,2019-07-28,True,,DEU       ,iOS,Henrietta,Ingram
u21461,2019-08-20,True,,FRA       ,iOS,Ian,Munoz
u27342,2020-01-05,True,,FRA       ,iOS,Ray,Castillo
u36500,2020-05-21,False,,FRA       ,android,Milton,Garrett
u38484,2020-05-29,False,,ESP       ,android,Bernard,Powers
u31234,2020-03-20,True,,FRA       ,iOS,Phillip,Moore
u23971,2019-10-16,True,,DEU       ,iOS,Phoebe,Cruz
u20588,2019-07-31,True,,FRA       ,iOS,Dylan,Lloyd
u11568,2018-10-27,True,,DEU       ,iOS,Daisy,Caldwell
u33590,2020-04-28,False,,ITA       ,iOS,Arthur,Carter
u16320,2019-03-22,True,,DEU       ,android,Victoria,Lyons
u14190,2019-01-17,True,,GrE       ,android,Sam,Delgado
u4202,2017-09-28,True,,DEU       ,iOS,William,Greene
u32116,2020-04-05,True,,DEU       ,iOS,Leah,Walsh
u16816,2019-04-07,True,,FRA       ,android,Mario,Chapman
u21746,2019-08-26,True,,DEU       ,android,Darrell,Reyes
u40118,2020-06-06,False,2020-06-19,ITA       ,iOS,Norman,Washington
u38369,2020-05-29,False,2020-07-18,DEU       ,iOS,Abbie,Graves
u21854,2019-08-28,True,,ITA       ,android,Polly,Stewart
u22200,2019-09-05,True,,FRA       ,iOS,Gavin,Willis
u11137,2018-10-12,True,,ESP       ,android,Zachary,Christensen
u6697,2018-04-08,True,,FRA       ,iOS,Herbert,Padilla
u15192,2019-02-16,True,,ITA       ,android,Herman,Kelley
u532,2015-11-08,True,,DEU       ,iOS,Lettie,Kelley
u14360,2019-01-22,True,,ITA       ,android,Bernard,Nelson
u27035,2019-12-29,False,,AUT       ,iOS,Lucas,Thompson
u16048,2019-03-13,True,,ITA       ,android,Laura,Hubbard
u29969,2020-02-24,True,,FRA       ,iOS,Olive,Miller
u24632,2019-10-31,True,2020-06-06,ITA       ,android,Rena,Martin
u40009,2020-06-05,False,,DEU       ,android,Sue,Bates
u7800,2018-06-15,True,,FRA       ,android,Trevor,Romero
u29263,2020-02-11,False,,NEuro     ,iOS,Eunice,Robertson
u20946,2019-08-09,True,,FRA       ,iOS,Luis,Flores
u11906,2018-11-06,True,,ITA       ,android,Miguel,Cook
u26523,2019-12-17,True,2020-06-16,ITA       ,android,Edgar,Gibson
u40306,2020-06-06,False,,FRA       ,android,Ian,Howard
u22105,2019-09-03,True,,FRA       ,android,Dennis,Carter
u27441,2020-01-07,True,,FRA       ,iOS,Mitchell,Townsend
u15201,2019-02-16,True,,FRA       ,android,Willie,James
u9382,2018-08-17,True,,ITA       ,iOS,Sarah,Stevens
u3635,2017-07-31,True,,FRA       ,iOS,Earl,Gibson
u31753,2020-03-29,True,,FRA       ,android,Lois,Flores
u37043,2020-05-24,False,,ITA       ,iOS,Sophie,Thomas
u14207,2019-01-18,True,,FRA       ,android,Ricky,Allen
u31178,2020-03-18,False,,DEU       ,iOS,Isabella,Little
u16662,2019-04-01,True,,FRA       ,iOS,Howard,Adams
u41907,2020-06-16,False,,GrE       ,android,Matthew,Jefferson
u7772,2018-06-14,True,,DEU       ,iOS,Dora,Davis
u24090,2019-10-19,True,,ITA       ,iOS,Travis,Shaw
u2323,2017-02-06,True,,GrE       ,iOS,Genevieve,Knight
u20756,2019-08-04,True,,ITA       ,android,Sean,Ballard
u14973,2019-02-10,True,2020-09-11,ESP       ,iOS,Edwin,Wolfe
u37101,2020-05-24,False,,DEU       ,iOS,Stanley,Peterson
u30710,2020-03-09,True,,FRA       ,iOS,Katie,Romero
u8280,2018-07-07,True,,ITA       ,android,Rosie,Cobb
u33572,2020-04-28,False,2020-07-07,GrE       ,android,Carl,Banks
u20676,2019-08-02,True,,GrE       ,iOS,Charlie,Harmon
u28976,2020-02-06,True,,FRA       ,android,Arthur,Morris
u38052,2020-05-27,False,,ITA       ,android,Victoria,Scott
u33759,2020-04-30,False,,FRA       ,android,Dustin,Brown
u24250,2019-10-22,True,,FRA       ,android,Alberta,Marshall
u23069,2019-09-24,True,,FRA       ,android,May,Castro
u14735,2019-02-02,False,,GrE       ,android,Nannie,Parsons
u3958,2017-09-04,True,,DEU       ,android,Adam,Pearson
u7677,2018-06-08,True,,FRA       ,iOS,Hallie,Conner
u7951,2018-06-22,True,,FRA       ,iOS,Rhoda,Parker
u38633,2020-05-30,False,2020-07-07,FRA       ,iOS,Nellie,Schultz
u10913,2018-10-05,True,,GrE       ,iOS,Marguerite,Brock
u30689,2020-03-09,True,2020-06-18,GrE       ,android,Henrietta,Graham
u9513,2018-08-22,True,,DEU       ,iOS,Lillian,Ramsey
u11117,2018-10-11,True,,FRA       ,iOS,William,Crawford
u28114,2020-01-21,True,,NEuro     ,iOS,Erik,Thomas
u30773,2020-03-11,False,,FRA       ,iOS,Alta,May
u25316,2019-11-17,True,,ESP       ,iOS,Cornelia,Thompson
u1983,2016-12-20,True,,FRA       ,iOS,Louis,Wade
u42093,2020-06-18,False,,AUT       ,android,Justin,Moran
u36202,2020-05-19,False,2020-08-01,DEU       ,iOS,Christine,Pittman
u38302,2020-05-29,False,2020-08-29,ITA       ,android,Marian,Price
u8233,2018-07-05,True,,ITA       ,iOS,Juan,Brock
u40353,2020-06-07,False,,ITA       ,android,Martha,Wade
u27456,2020-01-07,True,,FRA       ,android,Cynthia,Delgado
u31746,2020-03-29,True,,ESP       ,iOS,Willie,Pierce
u24852,2019-11-06,True,,DEU       ,iOS,Marvin,Griffith
u3544,2017-07-23,True,,DEU       ,iOS,Charlotte,Garrett
u304,2015-08-22,True,,DEU       ,iOS,Belle,Brown
u12576,2018-11-29,True,,DEU       ,iOS,Charlotte,Bates
u31521,2020-03-24,True,,FRA       ,iOS,Lydia,Garza
u31504,2020-03-24,False,,GrE       ,iOS,Jorge,Phelps
u41222,2020-06-11,False,,FRA       ,android,Nina,Fleming
u28279,2020-01-24,True,,DEU       ,iOS,Louisa,Lucas
u11985,2018-11-09,True,,FRA       ,iOS,Rosa,Maxwell
u28004,2020-01-19,True,,DEU       ,iOS,Francis,Malone
u19514,2019-07-03,True,,ITA       ,android,Violet,Banks
u19905,2019-07-14,True,,ITA       ,android,Clara,Jensen
u10992,2018-10-07,True,,ITA       ,android,Wayne,Mills
u12439,2018-11-25,True,,ITA       ,android,Esther,Holloway
u8652,2018-07-23,True,,FRA       ,iOS,Jessie,Garrett
u12036,2018-11-11,True,2020-06-25,ITA       ,android,Travis,Hamilton
u8120,2018-06-30,True,,DEU       ,iOS,Mario,Gill
u7122,2018-05-08,False,2020-06-30,ITA       ,android,Albert,Burke
u42251,2020-06-19,False,2020-07-02,GrE       ,android,Isaiah,Perkins
u16218,2019-03-18,True,,FRA       ,iOS,Charlotte,Sanchez
u18024,2019-05-17,True,,ITA       ,android,Clara,Benson
u15227,2019-02-17,True,2020-04-16,GBR       ,iOS,Madge,Bowers
u1017,2016-02-13,True,,DEU       ,iOS,Roxie,Lowe
u34002,2020-05-02,False,,DEU       ,iOS,Daisy,Phelps
u41635,2020-06-14,False,,NEuro     ,iOS,Rhoda,Houston
u5806,2018-02-09,True,,DEU       ,iOS,Stanley,Hamilton
u29127,2020-02-09,False,2020-06-24,FRA       ,android,Manuel,Richards
u29075,2020-02-08,True,,DEU       ,iOS,Louisa,Harmon
u3972,2017-09-06,True,,FRA       ,iOS,Nina,Lindsey
u14318,2019-01-21,True,,GrE       ,iOS,Leonard,Schwartz
u24425,2019-10-26,True,,ESP       ,android,Dale,Atkins
u394,2015-09-25,True,,DEU       ,android,Lenora,Boyd
u14796,2019-02-04,True,,DEU       ,android,Evan,Abbott
u10603,2018-09-25,True,,FRA       ,android,Lois,Ward
u26679,2019-12-21,True,2020-05-22,FRA       ,iOS,Wesley,Meyer
u14705,2019-02-01,False,2020-10-03,FRA       ,android,Dennis,Cole
u14864,2019-02-06,True,2020-06-03,FRA       ,iOS,Jeremy,Nichols
u32429,2020-04-11,False,,ITA       ,android,Millie,Ross
u28508,2020-01-28,True,,ITA       ,iOS,Alvin,Black
u26622,2019-12-20,True,,FRA       ,android,Rosetta,Briggs
u1121,2016-02-28,True,,FRA       ,android,Polly,Garcia
u11125,2018-10-12,True,,DEU       ,android,Clyde,Swanson
u770,2016-01-04,True,,FRA       ,iOS,Caroline,Wells
u11787,2018-11-02,True,,AUT       ,android,Esther,Moran
u21650,2019-08-24,True,2020-11-28,FRA       ,android,Rodney,Steele
u15386,2019-02-22,True,,FRA       ,iOS,Owen,Simmons
u434,2015-10-09,True,,DEU       ,android,Myra,Cunningham
u38076,2020-05-27,False,,FRA       ,android,Ada,McCoy
u35342,2020-05-13,True,,ESP       ,iOS,Alexander,Simon
u38283,2020-05-29,False,2020-07-03,ITA       ,iOS,Evan,Rowe
u6142,2018-03-02,True,,DEU       ,iOS,Arthur,Leonard
u29971,2020-02-24,False,,DEU       ,android,Ann,Hicks
u27560,2020-01-10,True,,DEU       ,iOS,Oscar,Williamson
u20059,2019-07-19,True,,AUT       ,android,Hulda,Pittman
u22304,2019-09-07,True,,DEU       ,iOS,Chad,Ruiz
u36205,2020-05-19,False,,FRA       ,android,Marguerite,Crawford
u2877,2017-05-01,True,,FRA       ,iOS,Jesse,Lindsey
u39932,2020-06-05,False,,FRA       ,android,Blake,Vaughn
u19938,2019-07-15,True,,DEU       ,android,Bess,Harvey
u820,2016-01-13,True,,AUT       ,android,Cornelia,West
u24261,2019-10-22,True,2020-04-30,GBR       ,android,Ann,Roberts
u7052,2018-05-04,False,,FRA       ,iOS,Lola,Medina
u28344,2020-01-25,False,2020-06-16,NEuro     ,android,Hattie,Dawson
u35093,2020-05-11,False,2020-06-10,FRA       ,iOS,Frederick,Page
u5267,2018-01-02,True,,GrE       ,android,Emily,Cooper
u17425,2019-04-28,True,,FRA       ,iOS,Evan,Obrien
u34814,2020-05-09,False,,FRA       ,android,Don,Robinson
u7023,2018-05-01,True,,GrE       ,android,Harold,Hines
u3496,2017-07-18,True,,ITA       ,iOS,Lula,Higgins
u985,2016-02-09,True,,ESP       ,android,Lilly,Burgess
u27344,2020-01-05,True,,FRA       ,iOS,Johanna,May
u35479,2020-05-14,False,,ESP       ,iOS,Elva,Russell
u13623,2019-01-01,True,,GrE       ,iOS,Elijah,Logan
u12875,2018-12-08,True,,DEU       ,iOS,Lillie,Malone
u17541,2019-05-01,True,2020-07-25,ITA       ,iOS,Emilie,Glover
u37914,2020-05-27,False,,FRA       ,android,Lily,Willis
u12228,2018-11-18,True,,FRA       ,android,Francis,Walsh
u36177,2020-05-19,False,,FRA       ,iOS,Ophelia,Washington
u32725,2020-04-16,False,2020-06-20,DEU       ,iOS,Carlos,Munoz
u24966,2019-11-09,True,,FRA       ,android,Lottie,Mann
u20744,2019-08-04,True,,ESP       ,iOS,Maggie,Campbell
u17847,2019-05-11,True,,FRA       ,android,Gabriel,Nichols
u3386,2017-07-08,True,,DEU       ,android,Walter,Bradley
u25097,2019-11-11,True,,FRA       ,android,Hulda,Collier
u20658,2019-08-02,True,,FRA       ,android,Jacob,Cox
u18935,2019-06-17,True,2020-08-01,DEU       ,android,Miguel,McCarthy
u7348,2018-05-20,True,,ITA       ,iOS,Clara,Dixon
u14782,2019-02-03,False,2020-07-07,FRA       ,android,Estella,Paul
u25125,2019-11-12,True,,ESP       ,android,Virginia,Mack
u37307,2020-05-24,False,2020-12-30,ITA       ,iOS,Brandon,Peters
u18744,2019-06-11,True,,DEU       ,iOS,Stephen,Garcia
u26089,2019-12-06,True,,FRA       ,android,Josephine,Peters
u42230,2020-06-19,False,,FRA       ,iOS,Scott,Beck
u6846,2018-04-19,True,,FRA       ,iOS,Ronnie,Schmidt
u33206,2020-04-23,True,,FRA       ,android,Tommy,Hicks
u20864,2019-08-07,True,,FRA       ,iOS,Maude,Kelley
u11565,2018-10-27,True,,ESP       ,android,David,Underwood
u80,2015-04-20,True,,DEU       ,iOS,Nettie,Cobb
u14290,2019-01-20,True,,FRA       ,iOS,Luke,Flores
u10257,2018-09-15,True,,ESP       ,iOS,Peter,Wilson
u2289,2017-01-31,True,,FRA       ,iOS,Jimmy,Hoffman
u18967,2019-06-18,True,,GrE       ,android,Lura,Chavez
u5273,2018-01-02,True,2020-06-29,ITA       ,android,Madge,Jackson
u32446,2020-04-11,True,,FRA       ,iOS,Chester,Taylor
u38008,2020-05-27,False,,DEU       ,android,Essie,Jefferson
u34858,2020-05-09,True,2020-07-21,FRA       ,iOS,Maude,Rodgers
u3400,2017-07-09,True,,FRA       ,android,Eddie,Castillo
u4348,2017-10-13,True,,FRA       ,iOS,Ray,Gilbert
u33873,2020-05-01,False,,FRA       ,android,Rose,Smith
u24722,2019-11-02,True,,FRA       ,android,Estelle,Sanders
u11875,2018-11-05,False,2020-06-30,FRA       ,iOS,Ellen,Doyle
u32886,2020-04-19,False,,DEU       ,android,Dustin,Brown
u31254,2020-03-20,True,,FRA       ,iOS,Nina,Hudson
u29787,2020-02-20,True,,GrE       ,android,Garrett,Hubbard
u7563,2018-06-02,True,,ITA       ,iOS,Dale,McDonald
u637,2015-12-06,True,,FRA       ,iOS,Mattie,Stone
u8892,2018-07-31,True,2020-07-16,FRA       ,iOS,Luke,Garcia
u32403,2020-04-11,True,2020-07-15,FRA       ,android,Tillie,Castillo
u7299,2018-05-18,True,,FRA       ,iOS,Belle,Burton
u2130,2017-01-08,False,2020-06-20,ITA       ,iOS,Myrtle,McDonald
u993,2016-02-11,True,,DEU       ,android,Tom,Lowe
u23605,2019-10-07,True,,DEU       ,iOS,Genevieve,Guzman
u16520,2019-03-28,True,,FRA       ,iOS,Edward,Garcia
u15571,2019-02-27,True,,GrE       ,iOS,Gertrude,Morgan
u31839,2020-03-31,True,,DEU       ,iOS,Francis,Parsons
u35596,2020-05-15,False,2020-06-30,FRA       ,android,Jerry,Harrington
u16247,2019-03-20,True,,ITA       ,iOS,Blanche,Fox
u4688,2017-11-14,True,,FRA       ,android,Hannah,Evans
u16021,2019-03-12,True,,DEU       ,iOS,Bessie,Garza
u25665,2019-11-25,True,,FRA       ,android,May,Sullivan
u20100,2019-07-20,True,,FRA       ,android,Margaret,Ross
u40104,2020-06-05,False,2020-07-28,DEU       ,android,Lina,Stokes
u41789,2020-06-15,False,2020-07-15,ITA       ,android,Luella,Fox
u2312,2017-02-04,True,,FRA       ,android,Essie,Carroll
u5835,2018-02-10,True,,FRA       ,android,Cynthia,Armstrong
